EST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees
2012-8-11,84,76,69,72,67,57,100,79,49,29.95,29.89,29.83,10,9,5,13,5,20,0.04,5,Rain-Thunderstorm,298
2012-8-12,86,72,60,60,57,51,93,62,34,30.02,29.98,29.95,10,10,10,10,3,,0.00,0,,302
2012-8-13,87,72,59,72,62,56,100,77,36,30.06,30.01,29.97,10,8,2,14,2,,0.17,2,Rain,321
2012-8-14,86,75,66,73,69,65,100,85,63,30.02,29.95,29.87,10,8,1,10,3,21,0.46,4,Rain-Thunderstorm,232
2012-8-15,82,76,71,72,69,65,100,82,58,30.03,29.96,29.90,10,8,4,10,5,,0.01,3,,251
2012-8-16,89,79,69,69,64,58,93,65,38,30.03,29.99,29.91,10,9,5,8,1,,0.00,1,,314
2012-8-17,84,76,70,69,66,61,91,72,50,29.98,29.92,29.87,10,10,6,10,4,,0.00,1,,291
2012-8-18,84,76,69,68,67,65,93,75,53,29.95,29.88,29.83,10,10,8,10,4,16,0.01,3,,282
2012-8-19,81,74,69,70,68,65,100,85,62,29.93,29.87,29.83,10,9,2,15,5,22,0.12,7,Rain,262
2012-8-20,84,74,66,69,62,54,97,71,38,29.95,29.90,29.86,10,8,5,7,3,,0.00,1,,322
2012-8-21,88,76,63,66,60,53,94,65,32,30.02,29.98,29.94,10,10,9,12,2,,0.00,1,,13
2012-8-22,86,74,66,65,63,58,90,70,46,30.09,30.05,30.01,10,10,8,10,2,,0.00,2,,22
2012-8-23,88,76,66,68,64,57,96,76,37,30.13,30.08,30.03,10,8,2,9,2,26,0.10,3,Rain-Thunderstorm,75
2012-8-24,87,78,68,68,64,60,96,70,43,30.13,30.08,30.01,10,10,8,7,2,,0.00,2,,81
2012-8-25,88,75,64,65,62,59,90,64,40,30.17,30.10,30.05,10,10,7,6,2,,0.00,0,,127
2012-8-26,91,78,66,67,64,59,94,64,34,30.17,30.10,30.02,10,9,6,8,1,,0.00,0,,17
2012-8-27,90,78,66,72,63,60,94,61,38,30.11,30.03,29.94,10,10,7,12,3,21,0.00,1,,72
2012-8-28,77,74,73,74,72,70,100,95,87,30.03,29.98,29.93,10,7,2,7,3,,0.53,8,Rain,70
2012-8-29,87,80,73,74,72,69,100,83,59,30.04,29.97,29.90,10,9,6,5,1,,0.00,5,,121
2012-8-30,81,76,71,73,71,70,94,85,71,30.15,30.06,29.95,10,10,8,12,4,,0.00,5,,129
2012-8-31,88,80,73,72,71,68,96,81,53,30.27,30.18,30.11,10,10,8,6,2,,0.01,3,,137
2012-9-1,91,81,72,72,70,68,97,74,50,30.20,30.11,30.03,10,9,6,8,2,,0.00,1,,266
2012-9-2,91,80,71,75,71,69,96,74,50,30.09,29.99,29.91,10,10,2,13,4,20,0.09,2,Rain-Thunderstorm,239
2012-9-3,86,78,73,72,70,67,93,79,59,29.99,29.94,29.89,10,10,8,14,6,26,0.00,5,,201
2012-9-4,78,74,71,73,71,70,94,90,78,29.97,29.92,29.88,10,9,2,9,5,,0.08,8,Rain,185
2012-9-5,84,78,71,72,70,69,94,84,61,30.00,29.93,29.86,10,10,10,8,3,,0.00,7,,177
2012-9-6,84,78,73,73,71,71,94,83,65,30.03,29.94,29.87,10,10,7,10,6,25,0.00,5,,234
2012-9-7,93,80,68,71,68,61,100,74,37,29.97,29.90,29.81,10,7,0,5,0,,0.00,0,Fog,132
2012-9-8,84,74,66,73,69,59,91,81,69,29.86,29.81,29.75,10,10,6,14,7,18,0.25,3,Rain,264
2012-9-9,82,70,57,58,54,48,94,62,32,30.01,29.92,29.85,10,10,10,14,6,,0.00,2,,329
2012-9-10,84,70,57,58,54,51,87,59,34,30.12,30.07,30.01,10,10,10,7,2,,0.00,2,,40
2012-9-11,82,72,63,58,55,52,81,60,39,30.25,30.18,30.11,10,10,10,7,2,,0.00,6,,94
2012-9-12,81,70,61,59,57,52,90,66,39,30.32,30.26,30.21,10,10,9,12,2,17,0.00,1,,91
2012-9-13,80,70,61,60,56,53,83,62,42,30.31,30.25,30.19,10,10,10,7,4,,0.00,2,,86
2012-9-14,82,74,66,64,60,56,90,64,43,30.26,30.19,30.14,10,10,10,8,3,,0.00,7,,30
2012-9-15,84,74,64,63,61,57,90,65,40,30.18,30.12,30.07,10,10,10,5,1,,0.00,5,,342
2012-9-16,86,73,64,69,64,60,97,74,46,30.12,30.06,30.00,10,9,2,9,1,,0.13,5,Rain,189
2012-9-17,81,74,68,72,69,66,100,90,69,30.06,29.94,29.80,10,7,2,9,3,17,0.41,6,Rain,138
2012-9-18,78,70,63,70,67,56,100,89,62,29.93,29.77,29.70,10,8,0,16,9,23,0.85,6,Rain-Thunderstorm,231
2012-9-19,81,66,53,60,54,50,90,68,35,30.07,30.01,29.93,10,10,9,9,5,,0.00,2,,339
2012-9-20,77,68,62,63,61,60,96,83,58,30.15,30.09,30.02,10,9,7,7,2,,0.00,5,,111
2012-9-21,82,72,62,66,62,57,97,76,42,30.11,30.04,29.96,10,8,3,9,2,,0.00,4,,208
2012-9-22,84,73,62,63,60,52,97,68,43,30.05,30.00,29.95,10,9,6,15,4,18,0.00,1,,272
2012-9-23,79,66,52,52,46,38,93,52,25,30.14,30.11,30.05,10,10,10,14,5,21,0.00,0,,330
2012-9-24,77,60,45,47,42,38,86,52,29,30.21,30.16,30.13,10,10,10,9,4,,0.00,0,,36
2012-9-25,81,67,54,59,52,46,80,62,38,30.22,30.17,30.14,10,10,10,8,1,,0.00,0,,172
2012-9-26,84,68,55,58,56,54,97,67,37,30.24,30.17,30.12,10,10,7,6,1,,0.00,0,,155
2012-9-27,87,70,55,61,57,55,97,67,35,30.21,30.14,30.08,10,10,6,7,1,,0.00,0,,340
2012-9-28,84,72,61,68,64,59,97,80,51,30.15,30.07,29.99,10,9,1,24,2,31,0.20,1,Rain-Thunderstorm,270
2012-9-29,79,71,64,67,65,64,97,85,61,30.01,29.95,29.87,10,9,6,7,1,,0.00,1,,320
2012-9-30,71,66,62,66,64,61,100,95,78,29.90,29.84,29.78,8,5,1,6,2,,0.91,6,Rain,75
2012-10-1,73,68,64,72,69,64,100,96,93,29.77,29.70,29.64,10,4,0,20,6,29,1.78,8,Fog-Rain-Thunderstorm,155
2012-10-2,71,68,62,70,64,59,100,86,68,29.99,29.80,29.65,10,9,2,13,6,18,0.05,7,Rain,204
2012-10-3,73,65,57,61,59,54,100,84,51,30.20,30.10,30.00,10,9,5,7,3,,0.00,2,,254
2012-10-4,81,68,55,60,56,52,100,77,38,30.28,30.23,30.18,10,8,2,9,2,,0.00,0,,330
2012-10-5,82,68,54,59,56,53,97,72,39,30.20,30.12,30.02,10,8,4,8,1,,0.00,0,,251
2012-10-6,82,69,57,62,59,55,97,78,50,30.04,29.99,29.91,10,8,3,13,3,17,0.01,2,,297
2012-10-7,66,60,52,54,49,43,90,76,57,30.09,30.03,29.97,10,10,10,15,7,24,0.00,1,,304
2012-10-8,62,56,51,52,49,44,88,78,64,30.15,30.11,30.06,10,10,10,8,3,,0.00,7,,11
2012-10-9,68,58,51,52,49,48,93,79,52,30.17,30.12,30.05,10,9,7,8,2,,0.00,6,,88
2012-10-10,73,60,48,54,51,46,100,80,53,30.17,30.13,30.09,10,9,1,13,3,22,0.00,4,,305
2012-10-11,73,60,46,51,47,39,97,68,31,30.29,30.23,30.17,10,9,4,7,2,,0.00,1,,304
2012-10-12,75,66,57,60,57,52,87,72,55,30.29,30.23,30.19,10,10,10,12,3,20,0.00,5,,313
2012-10-13,72,66,59,59,54,51,96,70,48,30.35,30.28,30.24,10,10,10,10,5,16,0.00,1,,91
2012-10-14,75,66,57,64,58,51,90,79,64,30.27,30.16,30.01,10,10,9,7,3,,0.00,6,,127
2012-10-15,75,64,55,64,58,42,100,77,35,29.97,29.93,29.86,10,8,3,16,7,28,0.11,4,Rain,265
2012-10-16,73,58,44,50,45,37,93,66,29,30.00,29.94,29.88,10,10,10,10,4,,0.00,0,,323
2012-10-17,73,62,50,51,47,42,96,64,34,29.97,29.90,29.83,10,10,8,10,2,18,0.00,0,,149
2012-10-18,73,64,55,62,57,47,100,81,62,29.88,29.81,29.77,10,9,4,9,5,,0.08,4,Rain,195
2012-10-19,72,58,44,49,38,30,93,50,22,29.84,29.81,29.75,10,10,10,18,7,29,0.00,0,,249
2012-10-20,69,57,46,46,42,39,80,60,40,29.99,29.91,29.83,10,10,10,16,5,24,0.00,0,,288
2012-10-21,75,58,44,50,45,42,93,69,32,30.17,30.11,30.00,10,10,10,6,1,,0.00,0,,324
2012-10-22,78,62,46,54,49,45,97,71,34,30.24,30.17,30.12,10,10,8,4,0,,0.00,0,,230
2012-10-23,78,62,48,54,50,47,97,73,37,30.22,30.15,30.10,10,9,5,5,0,,0.00,0,,170
2012-10-24,79,64,48,58,52,47,96,74,40,30.21,30.13,30.07,10,9,6,4,0,,0.01,0,,104
2012-10-25,80,65,52,58,55,51,97,71,45,30.13,30.07,30.02,10,10,8,7,2,,0.00,1,,75
2012-10-26,80,68,57,61,57,54,97,74,42,30.06,29.99,29.91,10,10,7,8,2,,0.00,2,,69
2012-10-27,66,58,51,57,53,46,90,77,63,29.90,29.84,29.78,10,10,7,14,7,20,0.00,1,,318
2012-10-28,53,49,46,47,43,37,90,79,71,29.89,29.83,29.78,10,10,9,22,11,32,0.00,7,,310
2012-10-29,55,49,44,37,31,21,74,54,37,29.90,29.86,29.78,10,10,10,25,16,39,0.00,3,,319
2012-10-30,55,48,41,28,23,17,58,40,24,29.84,29.75,29.71,10,10,10,22,14,32,0.00,0,,289
2012-10-31,62,50,39,28,24,16,63,39,18,29.91,29.87,29.83,10,10,10,18,11,25,0.00,0,,281
2012-11-1,62,48,35,26,22,15,65,37,18,30.01,29.96,29.90,10,10,10,16,7,22,0.00,0,,280
2012-11-2,73,57,41,44,38,26,73,50,33,30.02,29.98,29.91,10,10,10,17,6,24,0.00,1,,264
2012-11-3,78,60,41,54,46,39,93,66,36,30.12,30.04,29.99,10,10,8,15,1,18,0.00,0,,242
2012-11-4,72,61,50,57,51,40,93,72,57,30.02,29.99,29.96,10,10,7,14,7,22,0.00,2,Rain,278
2012-11-5,62,50,39,47,37,31,87,62,31,30.10,30.03,29.96,10,10,6,8,3,,0.03,1,Rain,332
2012-11-6,50,47,44,48,44,38,100,88,66,30.01,29.96,29.92,10,6,2,12,4,58,1.09,8,Rain-Thunderstorm,81
2012-11-7,48,45,41,45,42,39,100,90,79,30.06,29.95,29.89,10,8,2,12,3,16,0.08,7,Rain,310
2012-11-8,60,48,37,42,37,33,100,75,36,30.21,30.15,30.07,10,8,2,9,3,,0.00,0,,305
2012-11-9,66,49,32,40,35,28,100,68,23,30.31,30.25,30.20,10,8,4,9,1,,0.00,0,,294
2012-11-10,69,52,35,45,38,33,100,67,26,30.38,30.32,30.27,10,9,4,7,1,,0.00,0,,191
2012-11-11,66,54,41,52,46,37,89,73,59,30.44,30.36,30.31,10,10,7,9,2,,0.00,3,,118
2012-11-12,66,57,46,63,56,45,100,90,73,30.31,30.25,30.17,10,8,2,17,6,29,0.00,7,Rain,181
2012-11-13,57,46,35,45,33,31,93,66,36,30.34,30.30,30.26,10,10,10,13,8,17,0.00,2,,312
2012-11-14,50,46,41,40,33,29,89,62,50,30.43,30.34,30.30,10,10,6,12,5,22,0.01,5,Rain,72
2012-11-15,52,46,39,44,40,37,97,85,68,30.35,30.29,30.23,10,7,3,9,4,17,0.00,7,,64
2012-11-16,61,47,33,41,37,34,100,84,42,30.35,30.29,30.25,10,5,1,5,0,,0.00,0,,17
2012-11-17,59,48,37,36,31,25,93,54,35,30.45,30.39,30.35,10,10,7,13,4,24,0.00,0,,66
2012-11-18,63,54,44,47,37,25,77,56,42,30.42,30.36,30.30,10,10,10,10,5,17,0.00,2,,66
2012-11-19,60,51,42,52,46,38,88,75,63,30.33,30.26,30.19,10,10,8,9,2,,0.00,6,,7
2012-11-20,66,57,46,51,44,39,97,71,37,30.19,30.13,30.06,10,10,6,8,1,16,0.00,2,,303
2012-11-21,69,55,41,45,42,40,96,68,38,30.18,30.14,30.09,10,10,6,7,1,,0.00,1,,314
2012-11-22,66,52,39,42,38,31,96,66,29,30.28,30.21,30.17,10,9,6,5,1,,0.00,0,,260
2012-11-23,71,55,39,50,43,37,97,70,36,30.21,30.12,30.04,10,9,6,20,5,28,0.00,2,,287
2012-11-24,48,42,33,37,23,16,70,50,28,30.19,30.14,30.08,10,10,10,16,11,23,0.00,0,,312
2012-11-25,57,42,28,25,20,11,78,49,16,30.23,30.16,30.10,10,10,8,6,2,,0.00,0,,254
2012-11-26,66,48,30,35,26,19,85,49,17,30.25,30.19,30.15,10,10,9,8,1,,0.00,2,,195
2012-11-27,55,50,45,54,47,37,94,82,54,30.24,30.15,30.11,10,8,4,14,5,,0.00,8,Rain,266
2012-11-28,57,47,36,41,35,28,93,70,41,30.40,30.33,30.24,10,9,6,10,6,,0.00,3,,307
2012-11-29,60,44,28,39,32,28,96,68,33,30.45,30.40,30.35,10,9,5,7,1,,0.00,0,,172
2012-11-30,62,50,37,46,40,32,93,71,52,30.41,30.35,30.29,10,10,8,6,1,,0.00,6,,148
2012-12-1,66,52,39,50,45,39,100,73,44,30.38,30.33,30.30,10,8,4,6,1,,0.00,3,,146
2012-12-2,69,56,44,54,49,45,100,81,49,30.38,30.32,30.25,10,8,1,13,2,,0.00,1,,212
2012-12-3,71,56,42,53,48,42,100,79,51,30.33,30.28,30.23,10,8,2,9,1,,0.00,3,,201
2012-12-4,71,58,46,53,50,45,100,77,45,30.32,30.26,30.21,10,9,2,9,2,,0.00,2,,221
2012-12-5,66,58,51,57,54,50,96,83,65,30.22,30.16,30.12,10,10,10,10,3,,0.00,6,,296
2012-12-6,60,55,50,54,44,37,88,66,46,30.19,30.14,30.11,10,10,10,12,5,16,0.00,7,,76
2012-12-7,62,54,46,49,44,39,86,74,58,30.14,30.07,29.99,10,10,7,10,5,,0.00,6,,90
2012-12-8,66,58,51,61,54,48,100,86,68,30.06,30.03,29.99,10,7,2,6,1,,0.01,8,Rain,99
2012-12-9,69,62,55,61,56,53,100,91,63,30.10,30.04,29.96,10,5,0,9,1,,0.00,6,Fog,185
2012-12-10,66,58,50,59,57,48,100,91,73,29.94,29.81,29.73,10,8,0,24,9,32,0.46,8,Rain-Thunderstorm,223
2012-12-11,48,42,35,45,35,31,89,80,67,30.17,30.01,29.86,10,9,7,17,12,23,0.00,2,,306
2012-12-12,51,44,37,39,36,30,89,73,61,30.27,30.22,30.13,10,10,8,9,4,16,0.00,3,Rain,17
2012-12-13,57,47,37,37,36,34,93,68,47,30.37,30.32,30.26,10,10,8,8,3,,0.00,2,,50
2012-12-14,59,44,30,37,33,29,100,72,39,30.42,30.32,30.22,10,9,5,6,1,,0.00,0,,95
2012-12-15,59,50,41,41,39,35,82,64,51,30.25,30.16,30.09,10,10,9,10,2,,0.00,5,,125
2012-12-16,55,54,52,55,52,41,100,93,66,30.06,29.97,29.92,10,5,0,13,2,,0.18,8,Fog-Rain,85
2012-12-17,57,54,51,56,54,52,100,96,88,29.94,29.81,29.71,10,9,2,12,5,17,0.00,7,Rain,185
2012-12-18,57,47,36,54,40,28,100,73,33,30.04,29.91,29.75,10,10,8,13,8,18,0.00,1,,278
2012-12-19,64,49,34,46,39,32,96,73,45,30.14,30.08,30.03,10,10,8,5,1,,0.00,0,,191
2012-12-20,59,50,42,58,45,27,100,82,52,30.05,29.83,29.67,10,6,2,20,7,34,0.30,7,Rain,191
2012-12-21,44,38,32,26,19,14,59,47,32,30.18,30.05,29.90,10,10,10,24,18,38,0.00,0,,286
2012-12-22,48,39,28,19,14,12,67,40,23,30.30,30.24,30.18,10,10,10,16,11,30,0.00,0,,298
2012-12-23,55,42,28,33,27,19,78,56,36,30.25,30.17,30.07,10,10,10,12,3,,0.00,3,,221
2012-12-24,57,52,46,55,49,30,100,93,50,30.04,29.92,29.86,10,6,0,10,4,,0.30,7,Fog-Rain,187
2012-12-25,51,50,48,52,50,48,100,99,94,30.01,29.94,29.75,10,2,0,10,3,24,0.12,8,Fog-Rain-Thunderstorm,78
2012-12-26,57,46,34,56,42,29,100,85,68,30.00,29.67,29.49,10,9,2,24,11,36,0.05,7,Rain,234
2012-12-27,42,37,30,29,28,27,85,74,60,30.12,30.08,30.00,10,10,9,18,12,30,0.00,4,,301
2012-12-28,50,40,30,40,32,27,100,76,48,30.16,30.05,29.91,10,8,2,7,2,,0.14,3,Rain,81
2012-12-29,41,38,34,40,35,26,100,89,72,30.25,29.95,29.80,10,7,2,21,7,31,0.41,8,Rain,294
2012-12-30,45,36,28,27,23,20,85,63,39,30.48,30.38,30.22,10,10,9,17,11,29,0.00,1,,314
2012-12-31,52,40,27,32,27,24,92,61,34,30.44,30.33,30.16,10,9,5,7,2,,0.00,4,,210
